"date","value","type","groupid","group","underlyer"
"2012-05-28",55.81,"past",27,"VPOS","AXP_US"
"2012-05-29",56.56,"past",27,"VPOS","AXP_US"
"2012-05-30",55.46,"past",27,"VPOS","AXP_US"
"2012-05-31",55.83,"past",27,"VPOS","AXP_US"
"2012-06-01",53.43,"past",27,"VPOS","AXP_US"
"2012-06-04",53.51,"past",27,"VPOS","AXP_US"
"2012-06-05",53.98,"past",27,"VPOS","AXP_US"
"2012-06-06",55.38,"past",27,"VPOS","AXP_US"
"2012-06-07",55.24,"past",27,"VPOS","AXP_US"
"2012-06-08",55.86,"past",27,"VPOS","AXP_US"
"2012-06-11",55.1,"past",27,"VPOS","AXP_US"
"2012-06-12",56.48,"past",27,"VPOS","AXP_US"
"2012-06-13",55.1,"past",27,"VPOS","AXP_US"
"2012-06-14",55.05,"past",27,"VPOS","AXP_US"
"2012-06-15",56.28,"past",27,"VPOS","AXP_US"
"2012-06-18",55.85,"past",27,"VPOS","AXP_US"
"2012-06-19",56.94,"past",27,"VPOS","AXP_US"
"2012-06-20",57.44,"past",27,"VPOS","AXP_US"
"2012-06-21",56.32,"past",27,"VPOS","AXP_US"
"2012-06-22",56.79,"past",27,"VPOS","AXP_US"
"2012-06-25",56.05,"past",27,"VPOS","AXP_US"
"2012-06-26",56.11,"past",27,"VPOS","AXP_US"
"2012-06-27",56.88,"past",27,"VPOS","AXP_US"
"2012-06-28",56.69,"past",27,"VPOS","AXP_US"
"2012-06-29",58.21,"past",27,"VPOS","AXP_US"
"2012-07-02",59.05,"past",27,"VPOS","AXP_US"
"2012-07-03",59.41,"past",27,"VPOS","AXP_US"
"2012-07-04",59.41,"past",27,"VPOS","AXP_US"
"2012-07-05",59.25,"past",27,"VPOS","AXP_US"
"2012-07-06",58.63,"past",27,"VPOS","AXP_US"
"2012-07-09",58.41,"past",27,"VPOS","AXP_US"
"2012-07-10",58.39,"past",27,"VPOS","AXP_US"
"2012-07-11",58.08,"past",27,"VPOS","AXP_US"
"2012-07-12",56.93,"past",27,"VPOS","AXP_US"
"2012-07-13",57.93,"past",27,"VPOS","AXP_US"
"2012-07-16",58.64,"past",27,"VPOS","AXP_US"
"2012-07-17",58.68,"past",27,"VPOS","AXP_US"
"2012-07-18",58.29,"past",27,"VPOS","AXP_US"
"2012-07-19",56.23,"past",27,"VPOS","AXP_US"
"2012-07-20",55.81,"past",27,"VPOS","AXP_US"
"2012-07-23",55.73,"past",27,"VPOS","AXP_US"
"2012-07-24",55.63,"past",27,"VPOS","AXP_US"
"2012-07-25",56.05,"past",27,"VPOS","AXP_US"
"2012-07-26",57.76,"past",27,"VPOS","AXP_US"
"2012-07-27",58.53,"past",27,"VPOS","AXP_US"
"2012-07-30",58.29,"past",27,"VPOS","AXP_US"
"2012-07-31",57.71,"past",27,"VPOS","AXP_US"
"2012-08-01",56.8,"past",27,"VPOS","AXP_US"
"2012-08-02",56.49,"past",27,"VPOS","AXP_US"
"2012-08-03",57.61,"past",27,"VPOS","AXP_US"
"2012-08-06",57.1,"past",27,"VPOS","AXP_US"
"2012-08-07",57.64,"past",27,"VPOS","AXP_US"
"2012-08-08",57.91,"past",27,"VPOS","AXP_US"
"2012-08-09",56.47,"past",27,"VPOS","AXP_US"
"2012-08-10",55.85,"past",27,"VPOS","AXP_US"
"2012-08-13",56.13,"past",27,"VPOS","AXP_US"
"2012-08-14",56.08,"past",27,"VPOS","AXP_US"
"2012-08-15",56.66,"past",27,"VPOS","AXP_US"
"2012-08-16",57.37,"past",27,"VPOS","AXP_US"
"2012-08-17",57.59,"past",27,"VPOS","AXP_US"
"2012-08-20",56.9,"past",27,"VPOS","AXP_US"
"2012-08-21",56.6,"past",27,"VPOS","AXP_US"
"2012-08-22",56.82,"past",27,"VPOS","AXP_US"
"2012-08-23",56.42,"past",27,"VPOS","AXP_US"
"2012-08-24",57.49,"past",27,"VPOS","AXP_US"
"2012-08-27",57.42,"past",27,"VPOS","AXP_US"
"2012-08-28",57.56,"past",27,"VPOS","AXP_US"
"2012-08-29",57.42,"past",27,"VPOS","AXP_US"
"2012-08-30",57.17,"past",27,"VPOS","AXP_US"
"2012-08-31",58.3,"past",27,"VPOS","AXP_US"
"2012-09-03",58.3,"past",27,"VPOS","AXP_US"
"2012-09-04",58.61,"past",27,"VPOS","AXP_US"
"2012-09-05",57.19,"past",27,"VPOS","AXP_US"
"2012-09-06",57.41,"past",27,"VPOS","AXP_US"
"2012-09-07",57.73,"past",27,"VPOS","AXP_US"
"2012-09-10",57.52,"past",27,"VPOS","AXP_US"
"2012-09-11",57.23,"past",27,"VPOS","AXP_US"
"2012-09-12",57.27,"past",27,"VPOS","AXP_US"
"2012-09-13",59.05,"past",27,"VPOS","AXP_US"
"2012-09-14",59.27,"past",27,"VPOS","AXP_US"
"2012-09-17",59.18,"past",27,"VPOS","AXP_US"
"2012-09-18",58.67,"past",27,"VPOS","AXP_US"
"2012-09-19",58.67,"past",27,"VPOS","AXP_US"
"2012-09-20",58.34,"past",27,"VPOS","AXP_US"
"2012-09-21",57.86,"past",27,"VPOS","AXP_US"
"2012-09-24",57.67,"past",27,"VPOS","AXP_US"
"2012-09-25",57.13,"past",27,"VPOS","AXP_US"
"2012-09-26",56.14,"past",27,"VPOS","AXP_US"
"2012-09-27",56.57,"past",27,"VPOS","AXP_US"
"2012-09-28",56.86,"past",27,"VPOS","AXP_US"
"2012-10-01",57.73,"past",27,"VPOS","AXP_US"
"2012-10-02",57.18,"past",27,"VPOS","AXP_US"
"2012-10-03",57.4,"past",27,"VPOS","AXP_US"
"2012-10-04",58.37,"past",27,"VPOS","AXP_US"
"2012-10-05",58.56,"past",27,"VPOS","AXP_US"
"2012-10-08",58.82,"past",27,"VPOS","AXP_US"
"2012-10-09",58.24,"past",27,"VPOS","AXP_US"
"2012-10-10",57.97,"past",27,"VPOS","AXP_US"
"2012-10-11",58.47,"past",27,"VPOS","AXP_US"
"2012-10-12",57.89,"past",27,"VPOS","AXP_US"
"2012-10-15",57.59,"past",27,"VPOS","AXP_US"
"2012-10-16",58.63,"past",27,"VPOS","AXP_US"
"2012-10-17",59.37,"past",27,"VPOS","AXP_US"
"2012-10-18",57.61,"past",27,"VPOS","AXP_US"
"2012-10-19",56.86,"past",27,"VPOS","AXP_US"
"2012-10-22",56.74,"past",27,"VPOS","AXP_US"
"2012-10-23",55.38,"past",27,"VPOS","AXP_US"
"2012-10-24",55.23,"past",27,"VPOS","AXP_US"
"2012-10-25",55.44,"past",27,"VPOS","AXP_US"
"2012-10-26",55.75,"past",27,"VPOS","AXP_US"
"2012-10-29",55.75,"past",27,"VPOS","AXP_US"
"2012-10-30",55.75,"past",27,"VPOS","AXP_US"
"2012-10-31",55.97,"past",27,"VPOS","AXP_US"
"2012-11-01",56.85,"past",27,"VPOS","AXP_US"
"2012-11-02",56.71,"past",27,"VPOS","AXP_US"
"2012-11-05",56.36,"past",27,"VPOS","AXP_US"
"2012-11-06",57.19,"past",27,"VPOS","AXP_US"
"2012-11-07",55.57,"past",27,"VPOS","AXP_US"
"2012-11-08",55.56,"past",27,"VPOS","AXP_US"
"2012-11-09",55.83,"past",27,"VPOS","AXP_US"
"2012-11-12",55.52,"past",27,"VPOS","AXP_US"
"2012-11-13",54.74,"past",27,"VPOS","AXP_US"
"2012-11-14",53.65,"past",27,"VPOS","AXP_US"
"2012-11-15",53.64,"past",27,"VPOS","AXP_US"
"2012-11-16",54.3,"past",27,"VPOS","AXP_US"
"2012-11-19",55.23,"past",27,"VPOS","AXP_US"
"2012-11-20",55.86,"past",27,"VPOS","AXP_US"
"2012-11-21",55.98,"past",27,"VPOS","AXP_US"
"2012-11-22",55.98,"past",27,"VPOS","AXP_US"
"2012-11-23",56.51,"past",27,"VPOS","AXP_US"
"2012-11-26",55.69,"past",27,"VPOS","AXP_US"
"2012-11-27",54.44,"past",27,"VPOS","AXP_US"
"2012-11-28",55.51,"past",27,"VPOS","AXP_US"
"2012-11-29",55.92,"past",27,"VPOS","AXP_US"
"2012-11-30",55.9,"past",27,"VPOS","AXP_US"
"2012-12-03",55.99,"past",27,"VPOS","AXP_US"
"2012-12-04",55.84,"past",27,"VPOS","AXP_US"
"2012-12-05",56.4,"past",27,"VPOS","AXP_US"
"2012-12-06",56.12,"past",27,"VPOS","AXP_US"
"2012-12-07",56.61,"past",27,"VPOS","AXP_US"
"2012-12-10",56.75,"past",27,"VPOS","AXP_US"
"2012-12-11",57.06,"past",27,"VPOS","AXP_US"
"2012-12-12",57.67,"past",27,"VPOS","AXP_US"
"2012-12-13",57.72,"past",27,"VPOS","AXP_US"
"2012-12-14",56.65,"past",27,"VPOS","AXP_US"
"2012-12-17",57.27,"past",27,"VPOS","AXP_US"
"2012-12-18",57.82,"past",27,"VPOS","AXP_US"
"2012-12-19",56.79,"past",27,"VPOS","AXP_US"
"2012-12-20",57.4,"past",27,"VPOS","AXP_US"
"2012-12-21",57.65,"past",27,"VPOS","AXP_US"
"2012-12-24",57.53,"past",27,"VPOS","AXP_US"
"2012-12-25",57.53,"past",27,"VPOS","AXP_US"
"2012-12-26",57.13,"past",27,"VPOS","AXP_US"
"2012-12-27",56.69,"past",27,"VPOS","AXP_US"
"2012-12-28",56.67,"past",27,"VPOS","AXP_US"
"2012-12-31",57.48,"past",27,"VPOS","AXP_US"
"2013-01-01",57.48,"past",27,"VPOS","AXP_US"
"2013-01-02",58.75,"past",27,"VPOS","AXP_US"
"2013-01-03",59,"past",27,"VPOS","AXP_US"
"2013-01-04",59.61,"past",27,"VPOS","AXP_US"
"2013-01-07",59.86,"past",27,"VPOS","AXP_US"
"2013-01-08",60.2,"past",27,"VPOS","AXP_US"
"2013-01-09",60.26,"past",27,"VPOS","AXP_US"
"2013-01-10",60.79,"past",27,"VPOS","AXP_US"
"2013-01-11",61.24,"past",27,"VPOS","AXP_US"
"2013-01-14",61.21,"past",27,"VPOS","AXP_US"
"2013-01-15",60.76,"past",27,"VPOS","AXP_US"
"2013-01-16",60.62,"past",27,"VPOS","AXP_US"
"2013-01-17",60.74,"past",27,"VPOS","AXP_US"
"2013-01-18",59.78,"past",27,"VPOS","AXP_US"
"2013-01-21",59.78,"past",27,"VPOS","AXP_US"
"2013-01-22",59.4,"past",27,"VPOS","AXP_US"
"2013-01-23",58.93,"past",27,"VPOS","AXP_US"
"2013-01-24",59.3,"past",27,"VPOS","AXP_US"
"2013-01-25",59.5,"past",27,"VPOS","AXP_US"
"2013-01-28",59.07,"past",27,"VPOS","AXP_US"
"2013-01-29",59.45,"past",27,"VPOS","AXP_US"
"2013-01-30",59.33,"past",27,"VPOS","AXP_US"
"2013-01-31",58.81,"past",27,"VPOS","AXP_US"
"2013-02-01",59.91,"past",27,"VPOS","AXP_US"
"2013-02-04",59.41,"past",27,"VPOS","AXP_US"
"2013-02-05",60.66,"past",27,"VPOS","AXP_US"
"2013-02-06",60.56,"past",27,"VPOS","AXP_US"
"2013-02-07",62.14,"past",27,"VPOS","AXP_US"
"2013-02-08",61.8,"past",27,"VPOS","AXP_US"
"2013-02-11",61.98,"past",27,"VPOS","AXP_US"
"2013-02-12",62.2,"past",27,"VPOS","AXP_US"
"2013-02-13",62.1,"past",27,"VPOS","AXP_US"
"2013-02-14",62.34,"past",27,"VPOS","AXP_US"
"2013-02-15",61.69,"past",27,"VPOS","AXP_US"
"2013-02-18",61.69,"past",27,"VPOS","AXP_US"
"2013-02-19",62.28,"past",27,"VPOS","AXP_US"
"2013-02-20",61.91,"past",27,"VPOS","AXP_US"
"2013-02-21",61.54,"past",27,"VPOS","AXP_US"
"2013-02-22",62.57,"past",27,"VPOS","AXP_US"
"2013-02-25",62.02,"past",27,"VPOS","AXP_US"
"2013-02-26",61.92,"past",27,"VPOS","AXP_US"
"2013-02-27",62.5,"past",27,"VPOS","AXP_US"
"2013-02-28",62.15,"past",27,"VPOS","AXP_US"
"2013-03-01",62.37,"past",27,"VPOS","AXP_US"
"2013-03-04",62.89,"past",27,"VPOS","AXP_US"
"2013-03-05",64.12,"past",27,"VPOS","AXP_US"
"2013-03-06",64.65,"past",27,"VPOS","AXP_US"
"2013-03-07",64.56,"past",27,"VPOS","AXP_US"
"2013-03-08",64.7,"past",27,"VPOS","AXP_US"
"2013-03-11",65.5,"past",27,"VPOS","AXP_US"
"2013-03-12",65.29,"past",27,"VPOS","AXP_US"
"2013-03-13",65.3,"past",27,"VPOS","AXP_US"
"2013-03-14",65.38,"past",27,"VPOS","AXP_US"
"2013-03-15",66.09,"past",27,"VPOS","AXP_US"
"2013-03-18",65.78,"past",27,"VPOS","AXP_US"
"2013-03-19",65.13,"past",27,"VPOS","AXP_US"
"2013-03-20",66,"past",27,"VPOS","AXP_US"
"2013-03-21",65.41,"past",27,"VPOS","AXP_US"
"2013-03-22",66.22,"past",27,"VPOS","AXP_US"
"2013-03-25",66.1,"past",27,"VPOS","AXP_US"
"2013-03-26",67.17,"past",27,"VPOS","AXP_US"
"2013-03-27",67.15,"past",27,"VPOS","AXP_US"
"2013-03-28",67.46,"past",27,"VPOS","AXP_US"
"2013-03-29",67.46,"past",27,"VPOS","AXP_US"
"2013-04-01",67.26,"past",27,"VPOS","AXP_US"
"2013-04-02",67.64,"past",27,"VPOS","AXP_US"
"2013-04-03",66.25,"past",27,"VPOS","AXP_US"
"2013-04-04",66.73,"past",27,"VPOS","AXP_US"
"2013-04-05",65.3,"past",27,"VPOS","AXP_US"
"2013-04-08",65.6,"past",27,"VPOS","AXP_US"
"2013-04-09",65.22,"past",27,"VPOS","AXP_US"
"2013-04-10",65.4,"past",27,"VPOS","AXP_US"
"2013-04-11",65.74,"past",27,"VPOS","AXP_US"
"2013-04-12",65.68,"past",27,"VPOS","AXP_US"
"2013-04-15",64.1,"past",27,"VPOS","AXP_US"
"2013-04-16",64.59,"past",27,"VPOS","AXP_US"
"2013-04-17",64.13,"past",27,"VPOS","AXP_US"
"2013-04-18",65.04,"past",27,"VPOS","AXP_US"
"2013-04-19",67.24,"past",27,"VPOS","AXP_US"
"2013-04-22",66.66,"past",27,"VPOS","AXP_US"
"2013-04-23",67.45,"past",27,"VPOS","AXP_US"
"2013-04-24",67.42,"past",27,"VPOS","AXP_US"
"2013-04-25",68.13,"past",27,"VPOS","AXP_US"
"2013-04-26",67.75,"past",27,"VPOS","AXP_US"
"2013-04-29",67.63,"past",27,"VPOS","AXP_US"
"2013-04-30",68.41,"past",27,"VPOS","AXP_US"
"2013-05-01",68.28,"past",27,"VPOS","AXP_US"
"2013-05-02",69.38,"past",27,"VPOS","AXP_US"
"2013-05-03",70.23,"past",27,"VPOS","AXP_US"
"2013-05-06",70.06,"past",27,"VPOS","AXP_US"
"2013-05-07",70.24,"past",27,"VPOS","AXP_US"
"2013-05-08",70.31,"past",27,"VPOS","AXP_US"
"2013-05-09",70.21,"past",27,"VPOS","AXP_US"
"2013-05-10",70.08,"past",27,"VPOS","AXP_US"
"2013-05-13",69.79,"past",27,"VPOS","AXP_US"
"2013-05-14",71.51,"past",27,"VPOS","AXP_US"
"2013-05-15",72.78,"past",27,"VPOS","AXP_US"
"2013-05-16",72.23,"past",27,"VPOS","AXP_US"
"2013-05-17",73.32,"past",27,"VPOS","AXP_US"
"2013-05-20",74.4,"future",27,"VPOS","AXP_US"
"2013-05-21",75.11,"future",27,"VPOS","AXP_US"
"2013-05-22",74.44,"future",27,"VPOS","AXP_US"
"2013-05-23",74.69,"future",27,"VPOS","AXP_US"
"2013-05-24",75.27,"future",27,"VPOS","AXP_US"
"2013-05-27",75.27,"future",27,"VPOS","AXP_US"
"2013-05-28",76.16,"future",27,"VPOS","AXP_US"
"2013-05-29",75.83,"future",27,"VPOS","AXP_US"
"2013-05-30",76.14,"future",27,"VPOS","AXP_US"
"2013-05-31",75.71,"future",27,"VPOS","AXP_US"
"2013-06-03",76.47,"future",27,"VPOS","AXP_US"
"2013-06-04",76.06,"future",27,"VPOS","AXP_US"
"2013-06-05",74.76,"future",27,"VPOS","AXP_US"
"2013-06-06",76.24,"future",27,"VPOS","AXP_US"
"2013-06-07",78.04,"future",27,"VPOS","AXP_US"
"2013-06-10",78.28,"future",27,"VPOS","AXP_US"
"2013-06-11",76.52,"future",27,"VPOS","AXP_US"
"2013-06-12",74.72,"future",27,"VPOS","AXP_US"
"2013-06-13",75.21,"future",27,"VPOS","AXP_US"
"2013-06-14",72.97,"future",27,"VPOS","AXP_US"
"2013-06-17",73.84,"future",27,"VPOS","AXP_US"
"2013-06-18",74.98,"future",27,"VPOS","AXP_US"
"2013-06-19",74.23,"future",27,"VPOS","AXP_US"
"2013-06-20",72.92,"future",27,"VPOS","AXP_US"
"2013-06-21",73.31,"future",27,"VPOS","AXP_US"
"2013-06-24",72.01,"future",27,"VPOS","AXP_US"
"2013-06-25",73.23,"future",27,"VPOS","AXP_US"
"2013-06-26",73.9,"future",27,"VPOS","AXP_US"
"2013-06-27",75.12,"future",27,"VPOS","AXP_US"
"2013-06-28",74.76,"future",27,"VPOS","AXP_US"
"2013-07-01",75.64,"future",27,"VPOS","AXP_US"
"2013-07-02",74.62,"future",27,"VPOS","AXP_US"
"2013-07-03",74.58,"future",27,"VPOS","AXP_US"
"2013-07-04",74.58,"future",27,"VPOS","AXP_US"
"2013-07-05",76.31,"future",27,"VPOS","AXP_US"
"2013-07-08",77.04,"future",27,"VPOS","AXP_US"
"2013-07-09",77.61,"future",27,"VPOS","AXP_US"
"2013-07-10",76.33,"future",27,"VPOS","AXP_US"
"2013-07-11",76.94,"future",27,"VPOS","AXP_US"
"2013-07-12",78.33,"future",27,"VPOS","AXP_US"
"2013-07-15",77.85,"future",27,"VPOS","AXP_US"
"2013-07-16",78.27,"future",27,"VPOS","AXP_US"
"2013-07-17",76.8,"future",27,"VPOS","AXP_US"
"2013-07-18",74.01,"future",27,"VPOS","AXP_US"
"2013-07-19",74.06,"future",27,"VPOS","AXP_US"
"2013-07-22",74.72,"future",27,"VPOS","AXP_US"
"2013-07-23",74.41,"future",27,"VPOS","AXP_US"
"2013-07-24",75.36,"future",27,"VPOS","AXP_US"
"2013-07-25",75.77,"future",27,"VPOS","AXP_US"
"2013-07-26",75.34,"future",27,"VPOS","AXP_US"
"2013-07-29",75.06,"future",27,"VPOS","AXP_US"
"2013-07-30",75.19,"future",27,"VPOS","AXP_US"
"2013-07-31",73.77,"future",27,"VPOS","AXP_US"
"2013-08-01",75.63,"future",27,"VPOS","AXP_US"
"2013-08-02",75.69,"future",27,"VPOS","AXP_US"
"2013-08-05",75.93,"future",27,"VPOS","AXP_US"
"2013-08-06",75.81,"future",27,"VPOS","AXP_US"
"2013-08-07",75.14,"future",27,"VPOS","AXP_US"
"2013-08-08",76.19,"future",27,"VPOS","AXP_US"
"2013-08-09",75.5,"future",27,"VPOS","AXP_US"
"2013-08-12",75.49,"future",27,"VPOS","AXP_US"
"2013-08-13",76.23,"future",27,"VPOS","AXP_US"
"2013-08-14",75.88,"future",27,"VPOS","AXP_US"
"2013-08-15",74.88,"future",27,"VPOS","AXP_US"
"2013-08-16",75.17,"future",27,"VPOS","AXP_US"
"2013-08-19",74.34,"future",27,"VPOS","AXP_US"
"2013-08-20",74.27,"future",27,"VPOS","AXP_US"
"2013-08-21",73.44,"future",27,"VPOS","AXP_US"
"2013-08-22",73.86,"future",27,"VPOS","AXP_US"
"2013-08-23",73.65,"future",27,"VPOS","AXP_US"
"2013-08-26",73.61,"future",27,"VPOS","AXP_US"
"2013-08-27",71.91,"future",27,"VPOS","AXP_US"
"2013-08-28",72.01,"future",27,"VPOS","AXP_US"
"2013-08-29",72.22,"future",27,"VPOS","AXP_US"
"2013-08-30",71.91,"future",27,"VPOS","AXP_US"
"2013-09-02",71.91,"future",27,"VPOS","AXP_US"
"2013-09-03",72.43,"future",27,"VPOS","AXP_US"
"2013-09-04",73.14,"future",27,"VPOS","AXP_US"
"2013-09-05",73.8,"future",27,"VPOS","AXP_US"
"2013-09-06",73.35,"future",27,"VPOS","AXP_US"
"2013-09-09",73.66,"future",27,"VPOS","AXP_US"
"2013-09-10",74.6,"future",27,"VPOS","AXP_US"
"2013-09-11",75.18,"future",27,"VPOS","AXP_US"
"2013-09-12",75.29,"future",27,"VPOS","AXP_US"
"2013-09-13",75.3,"future",27,"VPOS","AXP_US"
"2013-09-16",75.6,"future",27,"VPOS","AXP_US"
"2013-09-17",76.92,"future",27,"VPOS","AXP_US"
"2013-09-18",77.64,"future",27,"VPOS","AXP_US"
"2013-09-19",77.57,"future",27,"VPOS","AXP_US"
"2013-09-20",77.32,"future",27,"VPOS","AXP_US"
"2013-09-23",76.44,"future",27,"VPOS","AXP_US"
"2013-09-24",76.07,"future",27,"VPOS","AXP_US"
"2013-09-25",75.99,"future",27,"VPOS","AXP_US"
"2013-09-26",76.32,"future",27,"VPOS","AXP_US"
"2013-09-27",75.89,"future",27,"VPOS","AXP_US"
"2013-09-30",75.52,"future",27,"VPOS","AXP_US"
"2013-10-01",75.93,"future",27,"VPOS","AXP_US"
"2013-10-02",74.58,"future",27,"VPOS","AXP_US"
"2013-10-03",74.02,"future",27,"VPOS","AXP_US"
"2013-10-04",74.31,"future",27,"VPOS","AXP_US"
"2013-10-07",72.94,"future",27,"VPOS","AXP_US"
"2013-10-08",72.22,"future",27,"VPOS","AXP_US"
"2013-10-09",72.22,"future",27,"VPOS","AXP_US"
"2013-10-10",74.66,"future",27,"VPOS","AXP_US"
"2013-10-11",75.4,"future",27,"VPOS","AXP_US"
"2013-10-14",76.07,"future",27,"VPOS","AXP_US"
"2013-10-15",75.25,"future",27,"VPOS","AXP_US"
"2013-10-16",76.32,"future",27,"VPOS","AXP_US"
"2013-10-17",80.23,"future",27,"VPOS","AXP_US"
"2013-10-18",80.52,"future",27,"VPOS","AXP_US"
"2013-10-21",80.4,"future",27,"VPOS","AXP_US"
"2013-10-22",80.87,"future",27,"VPOS","AXP_US"
"2013-10-23",80.63,"future",27,"VPOS","AXP_US"
"2013-10-24",80.9,"future",27,"VPOS","AXP_US"
"2013-10-25",82.61,"future",27,"VPOS","AXP_US"
"2013-10-28",82.76,"future",27,"VPOS","AXP_US"
"2013-10-29",83.66,"future",27,"VPOS","AXP_US"
"2013-10-30",83.1,"future",27,"VPOS","AXP_US"
"2013-10-31",81.8,"future",27,"VPOS","AXP_US"
"2013-11-01",82.16,"future",27,"VPOS","AXP_US"
"2013-11-04",81.93,"future",27,"VPOS","AXP_US"
"2013-11-05",81.9,"future",27,"VPOS","AXP_US"
"2013-11-06",82.12,"future",27,"VPOS","AXP_US"
"2013-11-07",80.92,"future",27,"VPOS","AXP_US"
"2013-11-08",81.78,"future",27,"VPOS","AXP_US"
"2013-11-11",81.4,"future",27,"VPOS","AXP_US"
"2013-11-12",81.03,"future",27,"VPOS","AXP_US"
"2013-11-13",81.44,"future",27,"VPOS","AXP_US"
"2013-11-14",81.89,"future",27,"VPOS","AXP_US"
"2013-11-15",82.8,"future",27,"VPOS","AXP_US"
"2013-11-18",82.34,"future",27,"VPOS","AXP_US"
"2013-11-19",82.46,"future",27,"VPOS","AXP_US"
"2013-11-20",82.25,"future",27,"VPOS","AXP_US"
"2013-11-21",83.95,"future",27,"VPOS","AXP_US"
"2013-11-22",83.85,"future",27,"VPOS","AXP_US"
"2013-11-25",84.59,"future",27,"VPOS","AXP_US"
"2013-11-26",85.09,"future",27,"VPOS","AXP_US"
"2013-11-27",85.59,"future",27,"VPOS","AXP_US"
"2013-11-28",85.59,"future",27,"VPOS","AXP_US"
"2013-11-29",85.8,"future",27,"VPOS","AXP_US"
"2013-12-02",85.29,"future",27,"VPOS","AXP_US"
"2013-12-03",84.61,"future",27,"VPOS","AXP_US"
"2013-12-04",84.5,"future",27,"VPOS","AXP_US"
"2013-12-05",84.54,"future",27,"VPOS","AXP_US"
"2013-12-06",85.93,"future",27,"VPOS","AXP_US"
"2013-12-09",85.75,"future",27,"VPOS","AXP_US"
"2013-12-10",85.29,"future",27,"VPOS","AXP_US"
"2013-12-11",83.9,"future",27,"VPOS","AXP_US"
"2013-12-12",83.3,"future",27,"VPOS","AXP_US"
"2013-12-13",83.68,"future",27,"VPOS","AXP_US"
"2013-12-16",84.52,"future",27,"VPOS","AXP_US"
"2013-12-17",84.11,"future",27,"VPOS","AXP_US"
"2013-12-18",85.99,"future",27,"VPOS","AXP_US"
"2013-12-19",86.41,"future",27,"VPOS","AXP_US"
"2013-12-20",87.57,"future",27,"VPOS","AXP_US"
"2013-12-23",88.31,"future",27,"VPOS","AXP_US"
"2013-12-24",88.69,"future",27,"VPOS","AXP_US"
"2013-12-25",88.69,"future",27,"VPOS","AXP_US"
"2013-12-26",89,"future",27,"VPOS","AXP_US"
"2013-12-27",89.19,"future",27,"VPOS","AXP_US"
"2013-12-30",89.59,"future",27,"VPOS","AXP_US"
"2013-12-31",90.73,"future",27,"VPOS","AXP_US"
"2014-01-01",90.73,"future",27,"VPOS","AXP_US"
"2014-01-02",89.45,"future",27,"VPOS","AXP_US"
"2014-01-03",89.74,"future",27,"VPOS","AXP_US"
"2014-01-06",89.7,"future",27,"VPOS","AXP_US"
"2014-01-07",89.36,"future",27,"VPOS","AXP_US"
"2014-01-08",89.41,"future",27,"VPOS","AXP_US"
"2014-01-09",88.88,"future",27,"VPOS","AXP_US"
"2014-01-10",88.55,"future",27,"VPOS","AXP_US"
"2014-01-13",86.99,"future",27,"VPOS","AXP_US"
"2014-01-14",87.12,"future",27,"VPOS","AXP_US"
"2014-01-15",88.25,"future",27,"VPOS","AXP_US"
"2014-01-16",87.78,"future",27,"VPOS","AXP_US"
"2014-01-17",90.97,"future",27,"VPOS","AXP_US"
"2014-01-20",90.97,"future",27,"VPOS","AXP_US"
"2014-01-21",90.59,"future",27,"VPOS","AXP_US"
"2014-01-22",91.13,"future",27,"VPOS","AXP_US"
"2014-01-23",89.17,"future",27,"VPOS","AXP_US"
"2014-01-24",86.95,"future",27,"VPOS","AXP_US"
"2014-01-27",85.72,"future",27,"VPOS","AXP_US"
"2014-01-28",86.64,"future",27,"VPOS","AXP_US"
"2014-01-29",85.55,"future",27,"VPOS","AXP_US"
"2014-01-30",86.62,"future",27,"VPOS","AXP_US"
"2014-01-31",85.02,"future",27,"VPOS","AXP_US"
"2014-02-03",82.86,"future",27,"VPOS","AXP_US"
"2014-02-04",84,"future",27,"VPOS","AXP_US"
"2014-02-05",83.72,"future",27,"VPOS","AXP_US"
"2014-02-06",85.69,"future",27,"VPOS","AXP_US"
"2014-02-07",87,"future",27,"VPOS","AXP_US"
"2014-02-10",88.34,"future",27,"VPOS","AXP_US"
"2014-02-11",88.58,"future",27,"VPOS","AXP_US"
"2014-02-12",89.02,"future",27,"VPOS","AXP_US"
"2014-02-13",88.9,"future",27,"VPOS","AXP_US"
"2014-02-14",89,"future",27,"VPOS","AXP_US"
"2014-02-17",89,"future",27,"VPOS","AXP_US"
"2014-02-18",89.02,"future",27,"VPOS","AXP_US"
"2014-02-19",88.84,"future",27,"VPOS","AXP_US"
"2014-02-20",89.01,"future",27,"VPOS","AXP_US"
"2014-02-21",88.75,"future",27,"VPOS","AXP_US"
"2014-02-24",89.92,"future",27,"VPOS","AXP_US"
"2014-02-25",89.91,"future",27,"VPOS","AXP_US"
"2014-02-26",89.73,"future",27,"VPOS","AXP_US"
"2014-02-27",90.29,"future",27,"VPOS","AXP_US"
"2014-02-28",91.28,"future",27,"VPOS","AXP_US"
"2014-03-03",89.97,"future",27,"VPOS","AXP_US"
"2014-03-04",92.61,"future",27,"VPOS","AXP_US"
"2014-03-05",92.14,"future",27,"VPOS","AXP_US"
"2014-03-06",93.52,"future",27,"VPOS","AXP_US"
"2014-03-07",93.86,"future",27,"VPOS","AXP_US"
"2014-03-10",93.7,"future",27,"VPOS","AXP_US"
